#RANK	ID	GENE_SYMBOL	ENTREZ_GENE_ID	MOI	P-VALUE	EXOMISER_GENE_COMBINED_SCORE	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
182	CSH1_AD	CSH1	1442	AD	0.7644	0.0008	0.5019	0.1000	0.0000	0.3452	0.0000	0.5019	0.5019	1.0000	0		Patent ductus arteriosus (HP:0001643)-small heart (MP:0002188), Aortic root aneurysm (HP:0002616)-small heart (MP:0002188), Genu valgum (HP:0002857)-abnormal bone structure (MP:0003795), 		Proximity to LIFR associated with Stüve-Wiedemann syndrome (ORPHA:3206): Genu valgum (HP:0002857)-Genu valgum (HP:0002857), 	Proximity to LIFR Genu valgum (HP:0002857)-abnormal metacarpal bone morphology (MP:0003073), 	
182	CNTNAP3_AD	CNTNAP3	79937	AD	0.7647	0.0008	0.5017	0.1000	0.0000	0.0000	0.0000	0.5017	0.5017	1.0000	0				Proximity to GJA1 associated with Hypoplastic left heart syndrome (ORPHA:2248): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Hypoplastic aortic arch (HP:0012304), 	Proximity to GJA1 Patent ductus arteriosus (HP:0001643)-abnormal coronary artery morphology (MP:0004111), Aortic root aneurysm (HP:0002616)-abnormal coronary vein morphology (MP:0010453), 	Proximity to GJA1 Genu valgum (HP:0002857)-paired fin shortened, abnormal (ZP:0103111), 
182	TMCC2_AD	TMCC2	9911	AD	0.7649	0.0008	0.5017	0.0996	0.0000	0.3244	0.0000	0.5017	0.5017	1.0000	0		Patent ductus arteriosus (HP:0001643)-abnormal placenta vasculature (MP:0003231), Aortic root aneurysm (HP:0002616)-abnormal placenta vasculature (MP:0003231), 		Proximity to APOE associated with Dysbetalipoproteinemia (ORPHA:412): Patent ductus arteriosus (HP:0001643)-Premature coronary artery atherosclerosis (HP:0005181), Aortic root aneurysm (HP:0002616)-Aortic atherosclerotic lesion (HP:0012397), Genu valgum (HP:0002857)-Gout (HP:0001997), 	Proximity to APOE Patent ductus arteriosus (HP:0001643)-abnormal aorta wall morphology (MP:0009866), Aortic root aneurysm (HP:0002616)-abnormal aorta wall morphology (MP:0009866), Genu valgum (HP:0002857)-increased bone volume (MP:0010875), 	
182	RGPD4_AD	RGPD4	285190	AD	0.7651	0.0008	0.5012	0.1000	0.0000	0.0000	0.0000	0.5012	0.5012	1.0000	0				Proximity to PRKCZ associated with 1p36 deletion syndrome (ORPHA:1606): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Aortic arch aneurysm (HP:0005113), Genu valgum (HP:0002857)-Hip dysplasia (HP:0001385), 		Proximity to PRKCZ Patent ductus arteriosus (HP:0001643)-intersegmental vessel has extra parts of type filopodium endothelial tip cell, abnormal (ZP:0008757), Aortic root aneurysm (HP:0002616)-intersegmental vessel has extra parts of type filopodium endothelial tip cell, abnormal (ZP:0008757), Genu valgum (HP:0002857)-scale size, abnormal (ZP:0015029), 
182	RPL21_AD	RPL21	6144	AD	0.7652	0.0008	0.5013	0.0999	0.2219	0.0000	0.0000	0.5013	0.5013	1.0000	0	Hypotrichosis 12 (OMIM:615885): Genu valgum (HP:0002857)-Abnormality of the nail (HP:0001597), 			Proximity to EIF4A2 associated with Neurodevelopmental disorder with hypotonia and speech delay, with or without seizures (OMIM:620455): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Patent ductus arteriosus (HP:0001643), Genu valgum (HP:0002857)-Small hand (HP:0200055), 		
182	PIF1_AD	PIF1	80119	AD	0.7654	0.0008	0.5011	0.0998	0.0000	0.0000	0.0000	0.5011	0.5011	1.0000	0				Proximity to RAD51 associated with Fanconi anemia (ORPHA:84): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Abnormal aortic morphology (HP:0001679), Genu valgum (HP:0002857)-Hip dislocation (HP:0002827), 		
182	TNFSF9_AD	TNFSF9	8744	AD	0.7658	0.0008	0.5006	0.1000	0.0000	0.0000	0.0000	0.5006	0.5006	1.0000	0				Proximity to CCDC47 associated with Trichohepatoneurodevelopmental syndrome (OMIM:618268): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Patent ductus arteriosus (HP:0001643), Genu valgum (HP:0002857)-Fibular bowing (HP:0010502), 		
182	EP400_AD	EP400	57634	AD	0.7660	0.0008	0.5006	0.0997	0.0000	0.2585	0.0000	0.5006	0.5006	1.0000	0		Genu valgum (HP:0002857)-wavy neural tube (MP:0000930), 		Proximity to ACTB associated with Thrombocytopenia 8, with dysmorphic features and developmental delay (OMIM:620475): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Patent ductus arteriosus (HP:0001643), Genu valgum (HP:0002857)-Overlapping toe (HP:0001845), 	Proximity to ACTB Genu valgum (HP:0002857)-abnormal outer hair cell stereociliary bundle morphology (MP:0004527), 	
182	PCGF1_AD	PCGF1	84759	AD	0.7660	0.0008	0.5004	0.1000	0.0000	0.3185	0.2194	0.5004	0.5004	1.0000	0		Patent ductus arteriosus (HP:0001643)-abnormal heart morphology (MP:0000266), Aortic root aneurysm (HP:0002616)-abnormal heart morphology (MP:0000266), 	Genu valgum (HP:0002857)-spinal cord curved, abnormal (ZP:0006844), 	Proximity to CD96 associated with C syndrome (OMIM:211750): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Patent ductus arteriosus (HP:0001643), Genu valgum (HP:0002857)-Hip dislocation (HP:0002827), 		
182	ZNF300_AD	ZNF300	91975	AD	0.7661	0.0008	0.5003	0.1000	0.0000	0.0000	0.0000	0.5003	0.5003	1.0000	0				Proximity to NOD2 associated with Blau syndrome (ORPHA:90340): Patent ductus arteriosus (HP:0001643)-Aortic aneurysm (HP:0004942), Aortic root aneurysm (HP:0002616)-Aortic aneurysm (HP:0004942), Genu valgum (HP:0002857)-Joint swelling (HP:0001386), 	Proximity to NOD2 Genu valgum (HP:0002857)-decreased susceptibility to induced arthritis (MP:0003436), 	
182	PMEL_AD	PMEL	6490	AD	0.7662	0.0008	0.5003	0.0998	0.0000	0.2762	0.1576	0.5003	0.5003	1.0000	0		Patent ductus arteriosus (HP:0001643)-abnormal choroid melanin granule morphology (MP:0010193), Aortic root aneurysm (HP:0002616)-abnormal choroid melanin granule morphology (MP:0010193), 	Genu valgum (HP:0002857)-neoplasm orbit protruding, abnormal (ZP:0004678), 	Proximity to TFE3 associated with Intellectual developmental disorder, X-linked syndromic, with pigmentary mosaicism and coarse facies (OMIM:301066): Patent ductus arteriosus (HP:0001643)-Umbilical hernia (HP:0001537), Aortic root aneurysm (HP:0002616)-Hepatosplenomegaly (HP:0001433), Genu valgum (HP:0002857)-Genu valgum (HP:0002857), 		
182	PELI2_AD	PELI2	57161	AD	0.7662	0.0008	0.5002	0.1000	0.0000	0.0000	0.0000	0.5002	0.5002	1.0000	0					Proximity to RBPMS Patent ductus arteriosus (HP:0001643)-patent ductus arteriosus (MP:0003139), Aortic root aneurysm (HP:0002616)-patent ductus arteriosus (MP:0003139), 	
182	ERVV-2_AR	ERVV-2	100271846	AR	0.7663	0.0008	0.5001	0.1000	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to YY1AP1 associated with Grange syndrome (ORPHA:79094): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Arterial stenosis (HP:0100545), Genu valgum (HP:0002857)-Syndactyly (HP:0001159), 	Proximity to YY1AP1 Genu valgum (HP:0002857)-abnormal bone marrow cell morphology/development (MP:0002398), 	
182	RFX2_AD	RFX2	5990	AD	0.7663	0.0008	0.5001	0.0999	0.0000	0.0000	0.2754	0.5001	0.5001	1.0000	0			Patent ductus arteriosus (HP:0001643)-heart symmetry, abnormal (ZP:0002904), Aortic root aneurysm (HP:0002616)-heart symmetry, abnormal (ZP:0002904), 	Proximity to DNAH9 associated with Ciliary dyskinesia, primary, 40 (OMIM:618300): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Right aortic arch (HP:0012020), 		
182	BTN3A1_AR	BTN3A1	11119	AR	0.7663	0.0008	0.5001	0.1000	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to ZIC3 associated with Congenital heart defects, nonsyndromic, 1, X-linked (OMIM:306955): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Coarctation of aorta (HP:0001680), Genu valgum (HP:0002857)-Congenital hip dislocation (HP:0001374), 	Proximity to ZIC3 Patent ductus arteriosus (HP:0001643)-ventricular septal defect (MP:0010402), Aortic root aneurysm (HP:0002616)-right aortic arch (MP:0004158), 	Proximity to ZIC3 Patent ductus arteriosus (HP:0001643)-heart tube straight, abnormal (ZP:0005430), Aortic root aneurysm (HP:0002616)-heart tube straight, abnormal (ZP:0005430), Genu valgum (HP:0002857)-trunk increased curvature, abnormal (ZP:0002564), 
182	KLRC3_AR	KLRC3	3823	AR	0.7663	0.0008	0.5000	0.1000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to HLA-B associated with Takayasu arteritis (ORPHA:3287): Patent ductus arteriosus (HP:0001643)-Ascending tubular aorta aneurysm (HP:0004970), Aortic root aneurysm (HP:0002616)-Ascending tubular aorta aneurysm (HP:0004970), Genu valgum (HP:0002857)-Arthritis (HP:0001369), 	Proximity to HLA-B Patent ductus arteriosus (HP:0001643)-increased heart weight (MP:0002833), Aortic root aneurysm (HP:0002616)-increased heart weight (MP:0002833), 	
182	LGALS9B_AR	LGALS9B	284194	AR	0.7664	0.0008	0.5000	0.1000	0.0000	0.1516	0.0000	0.5000	0.5000	1.0000	0		Genu valgum (HP:0002857)-increased susceptibility to induced arthritis (MP:0003724), 		Proximity to BCR associated with Distal 22q11.2 microdeletion syndrome (ORPHA:261330): Patent ductus arteriosus (HP:0001643)-Truncus arteriosus (HP:0001660), Aortic root aneurysm (HP:0002616)-Aortic aneurysm (HP:0004942), Genu valgum (HP:0002857)-Bowing of the long bones (HP:0006487), 	Proximity to BCR Genu valgum (HP:0002857)-abnormal bone marrow cell physiology (MP:0009278), 	
182	OR2T8_AR	OR2T8	343172	AR	0.7664	0.0008	0.5000	0.1000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to STAG2 associated with Holoprosencephaly 13, X-linked (OMIM:301043): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Double outlet right ventricle (HP:0001719), Genu valgum (HP:0002857)-Median cleft palate (HP:0009099), 		
182	PRICKLE4_AD	PRICKLE4	29964	AD	0.7664	0.0008	0.5000	0.0999	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to APC2 associated with Sotos syndrome (ORPHA:821): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Aortic aneurysm (HP:0004942), Genu valgum (HP:0002857)-Hip contracture (HP:0003273), 		
182	C1QTNF1_AD	C1QTNF1	114897	AD	0.7664	0.0008	0.5000	0.0999	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to CYP19A1 associated with Aromatase deficiency (ORPHA:91): Genu valgum (HP:0002857)-Genu valgum (HP:0002857), 	Proximity to CYP19A1 Patent ductus arteriosus (HP:0001643)-abnormal systemic arterial blood pressure (MP:0000230), Aortic root aneurysm (HP:0002616)-abnormal systemic arterial blood pressure (MP:0000230), Genu valgum (HP:0002857)-increased bone marrow cell number (MP:0000321), 	Proximity to CYP19A1 Patent ductus arteriosus (HP:0001643)-pericardium edematous, abnormal (ZP:0000038), Aortic root aneurysm (HP:0002616)-pericardium edematous, abnormal (ZP:0000038), 
182	PACSIN2_AD	PACSIN2	11252	AD	0.7665	0.0008	0.5001	0.0998	0.0000	0.3125	0.0000	0.5001	0.5001	1.0000	0		Patent ductus arteriosus (HP:0001643)-abnormal impulse conducting system conduction (MP:0003137), Aortic root aneurysm (HP:0002616)-abnormal impulse conducting system conduction (MP:0003137), 		Proximity to ROBO4 associated with Aortic valve disease 3 (OMIM:618496): Patent ductus arteriosus (HP:0001643)-Ascending aortic dissection (HP:0004933), Aortic root aneurysm (HP:0002616)-Aortic root aneurysm (HP:0002616), Genu valgum (HP:0002857)-Bicuspid aortic valve (HP:0001647), 	Proximity to ROBO4 Patent ductus arteriosus (HP:0001643)-abnormal vascular development (MP:0000259), Aortic root aneurysm (HP:0002616)-abnormal vascular development (MP:0000259), 	Proximity to ROBO4 Patent ductus arteriosus (HP:0001643)-abnormal(ly) malformed endocardium cell (ZP:0000199), Aortic root aneurysm (HP:0002616)-abnormal(ly) malformed endocardium cell (ZP:0000199), 
182	LEMD1_AD	LEMD1	93273	AD	0.7665	0.0008	0.5000	0.0998	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to SMARCC2 associated with Coffin-Siris syndrome (ORPHA:1465): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Patent ductus arteriosus (HP:0001643), Genu valgum (HP:0002857)-Hypoplastic fifth toenail (HP:0011937), 	Proximity to SMARCC2 Patent ductus arteriosus (HP:0001643)-decreased heart rate (MP:0005333), Aortic root aneurysm (HP:0002616)-decreased heart rate (MP:0005333), 	
182	VGF_AD	VGF	7425	AD	0.7667	0.0008	0.5000	0.0997	0.0000	0.4187	0.0000	0.5000	0.5000	1.0000	0		Genu valgum (HP:0002857)-short tibia (MP:0002764), 		Proximity to MYCN associated with Feingold syndrome type 1 (ORPHA:391641): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Interrupted aortic arch (HP:0011611), Genu valgum (HP:0002857)-Toe syndactyly (HP:0001770), 	Proximity to MYCN Patent ductus arteriosus (HP:0001643)-dilated dorsal aorta (MP:0004068), Aortic root aneurysm (HP:0002616)-dilated dorsal aorta (MP:0004068), 	
182	LRRC28_AD	LRRC28	123355	AD	0.7668	0.0008	0.5006	0.0989	0.0000	0.0000	0.0000	0.5006	0.5006	1.0000	0				Proximity to PRKAR1A associated with Familial atrial myxoma (ORPHA:615): Patent ductus arteriosus (HP:0001643)-Dilatation of the cerebral artery (HP:0004944), Aortic root aneurysm (HP:0002616)-Vascular dilatation (HP:0002617), Genu valgum (HP:0002857)-Pedal edema (HP:0010741), 	Proximity to PRKAR1A Genu valgum (HP:0002857)-decreased length of long bones (MP:0004686), 	
182	LRRC30_AD	LRRC30	339291	AD	0.7669	0.0008	0.5006	0.0988	0.0000	0.3235	0.0000	0.5006	0.5006	1.0000	0		Patent ductus arteriosus (HP:0001643)-enlarged heart (MP:0000274), Aortic root aneurysm (HP:0002616)-enlarged heart (MP:0000274), 		Proximity to PRKAR1A associated with Familial atrial myxoma (ORPHA:615): Patent ductus arteriosus (HP:0001643)-Dilatation of the cerebral artery (HP:0004944), Aortic root aneurysm (HP:0002616)-Vascular dilatation (HP:0002617), Genu valgum (HP:0002857)-Pedal edema (HP:0010741), 	Proximity to PRKAR1A Genu valgum (HP:0002857)-decreased length of long bones (MP:0004686), 	
182	SMCHD1_AD	SMCHD1	23347	AD	0.7670	0.0008	0.5000	0.0993	0.3215	0.2500	0.1853	0.5000	0.5000	1.0000	0	Facioscapulohumeral dystrophy (ORPHA:269): Patent ductus arteriosus (HP:0001643)-Abnormal cardiovascular system morphology (HP:0030680), Aortic root aneurysm (HP:0002616)-Abnormal cardiovascular system morphology (HP:0030680), 	Genu valgum (HP:0002857)-abnormal sternum morphology (MP:0000157), 	Genu valgum (HP:0002857)-pharyngeal arch 3-7 skeleton has fewer parts of type ceratobranchial cartilage, abnormal (ZP:0001947), 	Proximity to NSMCE2 associated with Seckel syndrome 10 (OMIM:617253): Patent ductus arteriosus (HP:0001643)-Abdominal aortic aneurysm (HP:0005112), Aortic root aneurysm (HP:0002616)-Abdominal aortic aneurysm (HP:0005112), Genu valgum (HP:0002857)-Slender long bone (HP:0003100), 	Proximity to NSMCE2 Patent ductus arteriosus (HP:0001643)-increased cardiovascular system tumor incidence (MP:0010291), Aortic root aneurysm (HP:0002616)-increased cardiovascular system tumor incidence (MP:0010291), 	
182	DGCR2_AD	DGCR2	9993	AD	0.7670	0.0008	0.5001	0.0992	0.0000	0.2686	0.0000	0.5001	0.5001	1.0000	0		Genu valgum (HP:0002857)-abnormal pelvic girdle bone morphology (MP:0004509), 		Proximity to UFD1 associated with 22q11.2 deletion syndrome (ORPHA:567): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Abnormal aortic arch morphology (HP:0012303), Genu valgum (HP:0002857)-Patellar dislocation (HP:0002999), 		Proximity to UFD1 Patent ductus arteriosus (HP:0001643)-pericardium edematous, abnormal (ZP:0000038), Aortic root aneurysm (HP:0002616)-pericardium edematous, abnormal (ZP:0000038), Genu valgum (HP:0002857)-mandibular arch skeleton morphology, abnormal (ZP:0001052), 
182	EVPL_AD	EVPL	2125	AD	0.7671	0.0008	0.5000	0.0992	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to NSD1 associated with Sotos syndrome (ORPHA:821): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Aortic aneurysm (HP:0004942), Genu valgum (HP:0002857)-Hip contracture (HP:0003273), 		
182	NT5C2_AD	NT5C2	22978	AD	0.7679	0.0008	0.2522	0.3788	0.3732	0.0000	0.0000	0.5044	0.5044	0.5000	0	Autosomal recessive spastic paraplegia type 45 (ORPHA:320396): Genu valgum (HP:0002857)-Knee flexion contracture (HP:0006380), 			Proximity to ADK associated with Hypermethioninemia due to adenosine kinase deficiency (OMIM:614300): Patent ductus arteriosus (HP:0001643)-Coarctation of aorta (HP:0001680), Aortic root aneurysm (HP:0002616)-Coarctation of aorta (HP:0001680), Genu valgum (HP:0002857)-Narrow foot (HP:0001786), 	Proximity to ADK Genu valgum (HP:0002857)-abnormal spine curvature (MP:0004174), 	
182	TSC22D1_AD	TSC22D1	8848	AD	0.7685	0.0008	0.5139	0.0820	0.0000	0.3183	0.0000	0.5139	0.5139	1.0000	0		Patent ductus arteriosus (HP:0001643)-decreased heart weight (MP:0002834), Aortic root aneurysm (HP:0002616)-decreased heart weight (MP:0002834), Genu valgum (HP:0002857)-abnormal bone marrow cell physiology (MP:0009278), 		Proximity to TFE3 associated with Intellectual developmental disorder, X-linked syndromic, with pigmentary mosaicism and coarse facies (OMIM:301066): Patent ductus arteriosus (HP:0001643)-Umbilical hernia (HP:0001537), Aortic root aneurysm (HP:0002616)-Hepatosplenomegaly (HP:0001433), Genu valgum (HP:0002857)-Genu valgum (HP:0002857), 		
182	LRBA_AR	LRBA	987	AR	0.7687	0.0008	0.5000	0.0976	0.3083	0.0000	0.0000	0.5000	0.5000	1.0000	0	Immunodeficiency, common variable, 8, with autoimmunity (OMIM:614700): Patent ductus arteriosus (HP:0001643)-Lymphadenopathy (HP:0002716), Aortic root aneurysm (HP:0002616)-Lymphadenopathy (HP:0002716), Genu valgum (HP:0002857)-Arthritis (HP:0001369), 			Proximity to NEB associated with Typical nemaline myopathy (ORPHA:171436): Genu valgum (HP:0002857)-Genu valgum (HP:0002857), 	Proximity to NEB Genu valgum (HP:0002857)-kyphosis (MP:0000160), 	Proximity to NEB Patent ductus arteriosus (HP:0001643)-pericardium edematous, abnormal (ZP:0000038), Aortic root aneurysm (HP:0002616)-pericardium edematous, abnormal (ZP:0000038), 
230	RGPD4_AR	RGPD4	285190	AR	0.7741	0.0007	0.5012	0.0905	0.0000	0.0000	0.0000	0.5012	0.5012	1.0000	0				Proximity to PRKCZ associated with 1p36 deletion syndrome (ORPHA:1606): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Aortic arch aneurysm (HP:0005113), Genu valgum (HP:0002857)-Hip dysplasia (HP:0001385), 		Proximity to PRKCZ Patent ductus arteriosus (HP:0001643)-intersegmental vessel has extra parts of type filopodium endothelial tip cell, abnormal (ZP:0008757), Aortic root aneurysm (HP:0002616)-intersegmental vessel has extra parts of type filopodium endothelial tip cell, abnormal (ZP:0008757), Genu valgum (HP:0002857)-scale size, abnormal (ZP:0015029), 
230	SORD_AR	SORD	6652	AR	0.7833	0.0007	0.5002	0.0820	0.3571	0.0000	0.0000	0.5002	0.5002	1.0000	0	Neuronopathy, distal hereditary motor, autosomal recessive 8 (OMIM:618912): Genu valgum (HP:0002857)-Pes cavus (HP:0001761), 			Proximity to GLB1 associated with Mucopolysaccharidosis type IVB (Morquio) (OMIM:253010): Patent ductus arteriosus (HP:0001643)-Intimal thickening in the coronary arteries (HP:0005292), Aortic root aneurysm (HP:0002616)-Intimal thickening in the coronary arteries (HP:0005292), Genu valgum (HP:0002857)-Genu valgum (HP:0002857), 	Proximity to GLB1 Genu valgum (HP:0002857)-abnormal lymphopoiesis (MP:0002401), 	
230	CCDC38_AD	CCDC38	120935	AD	0.7835	0.0007	0.5001	0.0820	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to PLXND1 associated with Truncus arteriosus (ORPHA:3384): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Interrupted aortic arch (HP:0011611), Genu valgum (HP:0002857)-Aplasia/hypoplasia involving bones of the extremities (HP:0045060), 	Proximity to PLXND1 Patent ductus arteriosus (HP:0001643)-absent fetal ductus arteriosus (MP:0010565), Aortic root aneurysm (HP:0002616)-right aortic arch (MP:0004158), 	Proximity to PLXND1 Patent ductus arteriosus (HP:0001643)-intersegmental artery increased branchiness, abnormal (ZP:0006066), Aortic root aneurysm (HP:0002616)-vascular sprouts disorganized, abnormal (ZP:0004216), 
